!
!Date: 11/09/2022
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Regulator	Regulator Systematic Name	Target	Target Systematic Name	Direction	Regulation of	Happens During	Regulator Type	Direction	Regulation Of	Happens During	Method	Evidence	Strain Background	Reference
ZAP1	YJL056C	SGN1	YIR001C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
ZAP1	YJL056C	SND3	YBR106W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
ZAP1	YJL056C	SOG2	YOR353C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
ZAP1	YJL056C	SOP4	YJL192C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
ZAP1	YJL056C	SPC1	YJR010C-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
ZAP1	YJL056C	SYN8	YAL014C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
ZAP1	YJL056C	TDH1	YJL052W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	TEX1	YNL253W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
ZAP1	YJL056C	TIS11	YLR136C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	TKL2	YBR117C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	TKL2	YBR117C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	TOH1	YJL171C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	TPO4	YOR273C		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
ZAP1	YJL056C	TPO5	YKL174C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	TPO5	YKL174C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	TSA1	YML028W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	TSL1	YML100W		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
ZAP1	YJL056C	UBX6	YJL048C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	URA10	YMR271C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	URA10	YMR271C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	UTH1	YKR042W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	VAS1	YGR094W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
ZAP1	YJL056C	VEL1	YGL258W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	VEL1	YGL258W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	YBL029W	YBL029W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	YBR285W	YBR285W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	YCR101C	YCR101C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
ZAP1	YJL056C	YGP1	YNL160W		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
ZAP1	YJL056C	YHC3	YJL059W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
ZAP1	YJL056C	YHR210C	YHR210C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
ZAP1	YJL056C	YHR214W	YHR214W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	YJL132W	YJL132W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	YLL020C	YLL020C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	YLL020C	YLL020C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	YLL053C	YLL053C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	YLR108C	YLR108C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
ZAP1	YJL056C	YLR412C-A	YLR412C-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
ZAP1	YJL056C	YML096W	YML096W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
ZAP1	YJL056C	YMR181C	YMR181C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	YMR262W	YMR262W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
ZAP1	YJL056C	YMR316C-A	YMR316C-A		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
ZAP1	YJL056C	YNL234W	YNL234W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	YNL234W	YNL234W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	YNR066C	YNR066C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	YNR071C	YNR071C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
ZAP1	YJL056C	YOL131W	YOL131W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	YOL131W	YOL131W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	YOR387C	YOR387C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	YOR387C	YOR387C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	YPK2	YMR104C		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
ZAP1	YJL056C	YPR003C	YPR003C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	ZAP1	YJL056C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
ZAP1	YJL056C	ZAP1	YJL056C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	ZIP1	YDR285W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	ZIP1	YDR285W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	ZPS1	YOL154W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	ZPS1	YOL154W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	ZRC1	YMR243C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	ZRC1	YMR243C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	ZRG17	YNR039C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	ZRG17	YNR039C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	ZRT1	YGL255W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	ZRT1	YGL255W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	ZRT1	YGL255W		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
ZAP1	YJL056C	ZRT2	YLR130C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	ZRT2	YLR130C	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
ZAP1	YJL056C	ZRT2	YLR130C		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
ZAP1	YJL056C	ZRT3	YKL175W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
ZAP1	YJL056C	ZRT3	YKL175W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	Other	Frey AG and Eide DJ (2011) PMID:21177862
ZAP1	YJL056C	ZRT3	YKL175W	positive	transcription	cellular response to zinc ion starvation	transcription factor	positive	transcription	cellular response to zinc ion starvation	high-throughput	DNA to cDNA expression microarray evidence	W303	Lyons TJ, et al. (2000) PMID:10884426
