"","orf_name","min_peps","min_prob","GENENAME","ENTREZID","ENSEMBL","DESCRIPTION","min_crap_expt","status","pma_int","band"
"204","YDL100C",5,90,"GET3","851458","YDL100C","Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; functions as a chaperone under ATP-depleted oxidative stress conditions; subunit of GET complex, involved in ATP dependent Golgi to ER trafficking and insertion of tail-anchored (TA) proteins into ER membrane under non-stress conditions; binds as dimer to transmembrane domain (TMD) cargo, shielding TMDs from aqueous solvent; protein abundance increases under DNA replication stress",15,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
"205","YDL103C",1,80,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",9,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"206","YDL103C",1,80,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",13,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"207","YDL103C",1,80,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",11,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"208","YDL103C",1,80,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",15,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"209","YDL103C",1,80,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",1,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"210","YDL103C",1,80,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",5,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"211","YDL103C",1,80,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",7,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"212","YDL103C",1,80,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",3,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"213","YDL103C",1,90,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",15,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"214","YDL103C",1,90,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",9,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"215","YDL103C",1,90,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",5,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"216","YDL103C",1,90,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",7,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"217","YDL103C",1,90,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",11,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"218","YDL103C",1,90,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",13,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"219","YDL103C",1,90,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",3,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"220","YDL103C",1,90,"QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress",1,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"221","YDL112W",1,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",9,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"222","YDL112W",1,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",15,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"223","YDL112W",1,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",1,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"224","YDL112W",1,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",3,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"225","YDL112W",1,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",11,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"226","YDL112W",1,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",13,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"227","YDL112W",1,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",7,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"228","YDL112W",1,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",5,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"229","YDL112W",1,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",5,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"230","YDL112W",1,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",7,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"231","YDL112W",1,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",3,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"232","YDL112W",1,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",9,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"233","YDL112W",1,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",15,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"234","YDL112W",1,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",1,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"235","YDL112W",1,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",11,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"236","YDL112W",1,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",13,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"237","YDL112W",5,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",15,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"238","YDL112W",5,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",11,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"239","YDL112W",5,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",9,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"240","YDL112W",5,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",13,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"241","YDL112W",5,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",7,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"242","YDL112W",5,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",1,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"243","YDL112W",5,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",5,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"244","YDL112W",5,80,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",3,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"245","YDL112W",5,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",15,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"246","YDL112W",5,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",11,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"247","YDL112W",5,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",9,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"248","YDL112W",5,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",1,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"249","YDL112W",5,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",7,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"250","YDL112W",5,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",13,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"251","YDL112W",5,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",3,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"252","YDL112W",5,90,"TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",5,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"253","YDL185W",1,80,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",5,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"254","YDL185W",1,80,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",15,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"255","YDL185W",1,80,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",7,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"256","YDL185W",1,80,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",11,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"257","YDL185W",1,80,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",13,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"258","YDL185W",1,80,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",9,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"259","YDL185W",1,90,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",13,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"260","YDL185W",1,90,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",7,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"261","YDL185W",1,90,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",5,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"262","YDL185W",1,90,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",11,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"263","YDL185W",1,90,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",9,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"264","YDL185W",1,90,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",15,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"265","YDL185W",5,80,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",11,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"266","YDL185W",5,80,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",13,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"267","YDL185W",5,80,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",5,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"268","YDL185W",5,80,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",15,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"269","YDL185W",5,80,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",9,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"270","YDL185W",5,80,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",7,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"271","YDL185W",5,90,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",11,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"272","YDL185W",5,90,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",5,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"273","YDL185W",5,90,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",13,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"274","YDL185W",5,90,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",15,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"275","YDL185W",5,90,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",9,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"276","YDL185W",5,90,"VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",7,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"277","YDR002W",1,80,"YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",7,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
"278","YDR002W",1,80,"YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",3,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
"279","YDR002W",1,80,"YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",13,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
"280","YDR002W",1,80,"YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",5,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
"281","YDR002W",1,80,"YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",11,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
"282","YDR002W",1,80,"YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",1,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
"283","YDR002W",1,80,"YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",15,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
"284","YDR002W",1,80,"YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",9,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
"285","YDR002W",1,90,"YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",9,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
"286","YDR002W",1,90,"YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",5,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
"287","YDR002W",1,90,"YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",7,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
"288","YDR002W",1,90,"YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",11,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
"289","YDR002W",1,90,"YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",1,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
"290","YDR002W",1,90,"YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",15,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
"291","YDR002W",1,90,"YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",13,"Interaction Data Present","Not A PMA1 Interactor","AFO06"
