"orf_name","row","column","cor","num_obs","gene1","gene2","SGD","ENTREZID","GENENAME","ENSEMBL","DESCRIPTION"
"YOL060C","chr2_614024","chr15_214017",0.67660038381737,1978,"YBR196C-A","YOL060C","S000005421","854094","MAM3","YOL060C","Protein required for normal mitochondrial morphology; has similarity to hemolysins"
"YLR154C","chr2_614024","chr12_447982",0.676591598991572,1985,"YBR196C-A","YLR154C","S000004144","850847","RNH203","YLR154C","Ribonuclease H2 subunit; required for RNase H2 activity; role in ribonucleotide excision repair; related to human AGS3 that causes Aicardi-Goutieres syndrome"
"YMR064W","chr2_614024","chr13_397903",0.676579253062791,1986,"YBR196C-A","YMR064W","S000004668","855086","AEP1","YMR064W","Protein required for expression of the mitochondrial OLI1 gene; mitochondrial OLI1 gene encodes subunit 9 of F1-F0 ATP synthase"
"YDL010W","chr2_614024","chr4_432330",0.676565053656373,1986,"YBR196C-A","YDL010W","S000002168","851551","GRX6","YDL010W","Cis-golgi localized monothiol glutaredoxin, binds Fe-S cluster; more similar in activity to dithiol than other monothiol glutaredoxins; involved in the oxidative stress response; GRX6 has a paralog, GRX7, that arose from the whole genome duplication"
"YKL098W","chr2_614024","chr11_256770",0.676525446993223,1986,"YBR196C-A","YKL098W","S000001581","853763","MTC2","YKL098W","Protein of unknown function; mtc2 is synthetically sick with cdc13-1"
"YNL240C","chr2_614024","chr14_198502",0.676444464700103,1986,"YBR196C-A","YNL240C","S000005184","855481","NAR1","YNL240C","Subunit of the cytosolic iron-sulfur (FeS) protein assembly machinery; required for maturation of cytosolic and nuclear FeS proteins and for normal resistance to oxidative stress; deficiency results in shortened lifespan and sensitivity to paraquat; homologous to human Narf"
"YJL061W","chr2_614024","chr10_320016",0.676412166800013,1986,"YBR196C-A","YJL061W","S000003597","853385","NUP82","YJL061W","Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup159p, and Nup116p); relocalizes to the cytosol in response to hypoxia"
"YDR335W","chr2_614024","chr4_1141168",0.67630664494863,1986,"YBR196C-A","YDR335W","S000002743","851935","MSN5","YDR335W","Karyopherin; involved in nuclear import and export of proteins, including import of replication protein A and export of Far1p and transcription factors Swi5p, Swi6p, Msn2p, and Pho4p; required for re-export of mature tRNAs after their retrograde import from the cytoplasm; exportin-5 homolog"
"YGR020C","chr2_614024","chr7_526973",0.67630115400288,1986,"YBR196C-A","YGR020C","S000003252","852903","VMA7","YGR020C","Subunit F of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; required for the V1 domain to assemble onto the vacuolar membrane; the V1 peripheral membrane domain of vacuolar H+-ATPase (V-ATPase) has eight subunits"
"YDL192W","chr2_614024","chr4_116321",0.676262805097409,1986,"YBR196C-A","YDL192W","S000002351","851335","ARF1","YDL192W","ADP-ribosylation factor; GTPase of the Ras superfamily involved in regulation of coated vesicle formation in intracellular trafficking within the Golgi; ARF1 has a paralog, ARF2, that arose from the whole genome duplication; arf1 arf2 double null mutation is complemented by human ARF1, ARF4, ARF5, or ARF6"
"YMR236W","chr2_614024","chr13_742971",0.676239365023489,1986,"YBR196C-A","YMR236W","S000004849","855276","TAF9","YMR236W","Subunit (17 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H3"
"YKL085W","chr2_614024","chr11_279123",0.676211791191938,1986,"YBR196C-A","YKL085W","S000001568","853777","MDH1","YKL085W","Mitochondrial malate dehydrogenase; catalyzes interconversion of malate and oxaloacetate; involved in the tricarboxylic acid (TCA) cycle; phosphorylated"
"YBR058C","chr2_353672","chr2_614024",0.676124768669009,1985,"YBR058C","YBR196C-A","S000000262","852349","UBP14","YBR058C","Ubiquitin-specific protease; specifically disassembles unanchored ubiquitin chains; involved in fructose-1,6-bisphosphatase (Fbp1p) degradation; similar to human isopeptidase T"
"YCR015C","chr2_614024","chr3_141217",0.676116540248526,1986,"YBR196C-A","YCR015C","S000000608","850373","CTO1","YCR015C","Protein required for cold tolerance; involved in phosphate uptake; YCR015C is not an essential gene"
"YDR016C","chr2_614024","chr4_478474",0.676069626536444,1986,"YBR196C-A","YDR016C","S000002423","851579","DAD1","YDR016C","Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis"
"YJL205C","chr2_614024","chr10_50139",0.676014435664655,1909,"YBR196C-A","YJL205C","S000003742","853225","NCE101","YJL205C","Protein of unknown function; involved in secretion of proteins that lack classical secretory signal sequences; SWAT-GFP and mCherry fusion proteins localize to the cytosol"
"YOR190W","chr2_614024","chr15_690695",0.675990630199112,1910,"YBR196C-A","YOR190W","S000005716","854362","SPR1","YOR190W","Sporulation-specific exo-1,3-beta-glucanase; contributes to ascospore thermoresistance; SPR1 has a paralog, EXG1, that arose from the whole genome duplication"
"YHR083W","chr2_614024","chr8_272627",0.675956665288003,1986,"YBR196C-A","YHR083W","S000001125","856483","SAM35","YHR083W","Component of the sorting and assembly machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; the complex binds precursors of beta-barrel proteins and facilitates their insertion into the outer membrane"
"YGR018C","chr2_614024","chr7_524365",0.675896872562156,1418,"YBR196C-A","YGR018C","S000003250","852901",NA,"YGR018C","Protein of unknown function; mRNA identified as translated by ribosome profiling data; partially overlaps the uncharacterized ORF YGR017W"
"YLR011W","chr2_614024","chr12_169103",0.675756500404376,1985,"YBR196C-A","YLR011W","S000004001","850698","LOT6","YLR011W","FMN-dependent NAD(P)H:quinone reductase; role in apoptosis-like cell death; may be involved in quinone detoxification; expression elevated at low temperature; sequesters the Cin5p transcription factor in the cytoplasm in complex with the proteasome under reducing conditions"
"YDL145C","chr2_614024","chr4_194571",0.675693096115743,1986,"YBR196C-A","YDL145C","S000002304","851410","COP1","YDL145C","Alpha subunit of COPI vesicle coatomer complex; complex surrounds transport vesicles in the early secretory pathway"
"YDL234C","chr2_614024","chr4_34237",0.675692810902898,1986,"YBR196C-A","YDL234C","S000002393","851364","GYP7","YDL234C","GTPase-activating protein for yeast Rab family members; members include Ypt7p (most effective), Ypt1p, Ypt31p, and Ypt32p (in vitro); involved in vesicle mediated protein trafficking; contains a PH-like domain"
"YDL086C-A","chr2_614024","chr4_301655",0.675687116096166,1794,"YBR196C-A","YDL086C-A","S000028611",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps uncharacterized ORF YDL086W; identified by gene-trapping, microarray expression analysis, and genome-wide homology searching"
"YBR094W","chr2_432036","chr2_614024",0.675685550311272,1986,"YBR094W","YBR196C-A","S000000298","852391","PBY1","YBR094W","Putative tubulin tyrosine ligase associated with P-bodies; may have a role in mRNA metabolism; yeast knockout collection strain identified as a pby1 null mutant is actually wild-type for PBY1 and deleted for mms4"
"YLL027W","chr2_614024","chr12_87403",0.675572124012976,1986,"YBR196C-A","YLL027W","S000003950","850632","ISA1","YLL027W","Protein required for maturation of mitochondrial [4Fe-4S] proteins; functions in a complex with Isa2p and possibly Iba57p; isa1 deletion causes loss of mitochondrial DNA and respiratory deficiency; depletion reduces growth on nonfermentable carbon sources; functional ortholog of bacterial A-type ISC proteins; human ISCA1 can complement isa1 null mutant"
"YIL003W","chr2_614024","chr9_349122",0.675567998634358,1986,"YBR196C-A","YIL003W","S000001265","854814","CFD1","YIL003W","Highly conserved iron-sulfur cluster binding protein; localized in the cytoplasm; forms a complex with Nbp35p that is involved in iron-sulfur protein assembly in the cytosol"
"YGR026W","chr2_614024","chr7_532985",0.675542332563173,1986,"YBR196C-A","YGR026W","S000003258","852910",NA,"YGR026W","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery"
"YOR174W","chr2_614024","chr15_658747",0.675539539049392,1986,"YBR196C-A","YOR174W","S000005700","854345","MED4","YOR174W","Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation"
"YDL135C","chr2_614024","chr4_218680",0.675536287303837,1986,"YBR196C-A","YDL135C","S000002294","851420","RDI1","YDL135C","Rho GDP dissociation inhibitor; involved in the localization and regulation of Cdc42p and Rho1p; protein abundance increases in response to DNA replication stress"
"YHR171W","chr2_614024","chr8_445713",0.67550063722753,1985,"YBR196C-A","YHR171W","S000001214","856576","ATG7","YHR171W","Autophagy-related protein and dual specificity member of the E1 family; mediates the attachment of Atg12p to Atg5p and Atg8p to phosphatidylethanolamine which are required steps in autophagosome formation; E1 enzymes are also known as ubiquitin-activating enzymes; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner"
"YLL023C","chr2_614024","chr12_97997",0.675478630644715,1986,"YBR196C-A","YLL023C","S000003946","850637","POM33","YLL023C","Transmembrane nucleoporin; involved in nuclear pore complex (NPC) distribution, assembly or stabilization; highly conserved across species, orthologous to human TMEM33 and paralogous to Per33p; protein abundance increases in response to DNA replication stress"
"YOL162W","chr2_614024","chr15_10119",0.675468226652124,1483,"YBR196C-A","YOL162W","S000005522","854002",NA,"YOL162W","Putative protein of unknown function; member of the Dal5p subfamily of the major facilitator family"
"YPL190C","chr2_614024","chr16_185317",0.675401068417379,1986,"YBR196C-A","YPL190C","S000006111","855911","NAB3","YPL190C","RNA-binding protein, subunit of Nrd1 complex (Nrd1p-Nab3p-Sen1p); complex interacts with exosome to mediate 3'-end formation of some mRNAs, snRNAs, snoRNAs, and CUTs; required for termination of non-poly(A) transcripts and efficient splicing; Nrd1-Nab3 pathway appears to have a role in rapid suppression of some genes when cells are shifted to poor growth conditions, indicating role for Nrd1-Nab3 in regulating cellular response to nutrient availability"
"YBR225W","chr2_614024","chr2_670627",0.675400992004934,1979,"YBR196C-A","YBR225W","S000000429","852526",NA,"YBR225W","Putative protein of unknown function; non-essential gene identified in a screen for mutants affected in mannosylphophorylation of cell wall components"
"YOR197W","chr2_614024","chr15_717023",0.675383591887001,1986,"YBR196C-A","YOR197W","S000005723","854372","MCA1","YOR197W","Ca2+-dependent cysteine protease; may cleave specific substrates during the stress response; regulates apoptosis upon H2O2 treatment; required for clearance of insoluble protein aggregates during normal growth; implicated in cell cycle dynamics and lifespan extension; undergoes autocatalytic processing; similar to mammalian metacaspases, but exists as a monomer due to an extra pair of anti-parallel beta-strands that block potential dimerization"
"YIL094C","chr2_614024","chr9_186517",0.675382074561424,1986,"YBR196C-A","YIL094C","S000001356","854714","LYS12","YIL094C","Homo-isocitrate dehydrogenase; an NAD-linked mitochondrial enzyme required for the fourth step in the biosynthesis of lysine, in which homo-isocitrate is oxidatively decarboxylated to alpha-ketoadipate"
"YOR334W","chr2_614024","chr15_944596",0.675312627282198,1986,"YBR196C-A","YOR334W","S000005861","854511","MRS2","YOR334W","Mitochondrial inner membrane Mg(2+) channel; required for maintenance of intramitochondrial Mg(2+) concentrations at the correct level to support splicing of group II introns; similar to bacterial CorA"
"YGR253C","chr2_614024","chr7_998358",0.675156990175653,1986,"YBR196C-A","YGR253C","S000003485","853168","PUP2","YGR253C","Alpha 5 subunit of the 20S proteasome; involved in ubiquitin-dependent catabolism; human homolog is subunit zeta"
"YJR090C","chr2_614024","chr10_590872",0.675151033235736,1986,"YBR196C-A","YJR090C","S000003850","853552","GRR1","YJR090C","F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p, Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p, Mks1p, Mth1p, Cln1p, Cln2p and Cln3p; involved in carbon catabolite repression, glucose-dependent divalent cation transport, glucose transport, morphogenesis, and sulfite detoxification"
"YNL297C","chr2_614024","chr14_71673",0.675101435830881,1986,"YBR196C-A","YNL297C","S000005241","855420","MON2","YNL297C","Protein with a role in endocytosis and vacuole integrity; peripheral membrane protein; interacts with and negatively regulates Arl1p; localizes to the endosome; member of the Sec7p family of proteins"
"YEL042W","chr2_614024","chr5_73771",0.67509615112589,1986,"YBR196C-A","YEL042W","S000000768","856669","GDA1","YEL042W","Guanosine diphosphatase located in the Golgi; involved in the transport of GDP-mannose into the Golgi lumen, converting GDP to GMP after mannose is transferred to substrates; null mutants are defective in sporulation and pre-meiotic S phase entry; orthologous to human ENTPD6, a meiosis-associated non-obstructive azoospermia (NOA) related gene identified in GWAS studies"
"YPL100W","chr2_614024","chr16_361872",0.675057396098146,1986,"YBR196C-A","YPL100W","S000006021","856004","ATG21","YPL100W","Phosphoinositide binding protein; required for vesicle formation in the cytoplasm-to-vacuole targeting (Cvt) pathway; binds both phosphatidylinositol (3,5)-bisphosphate and phosphatidylinositol 3-phosphate; WD-40 repeat protein"
"YDL029W","chr2_614024","chr4_399340",0.675055457396123,1986,"YBR196C-A","YDL029W","S000002187","851532","ARP2","YDL029W","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity; required for efficient Golgi-to-ER trafficking in COPI mutants"
"YOR116C","chr2_614024","chr15_539763",0.675005486611128,1986,"YBR196C-A","YOR116C","S000005642","854283","RPO31","YOR116C","RNA polymerase III largest subunit C160; part of core enzyme; similar to bacterial beta-prime subunit and to RPA190 and RPO21"
"YJR101W","chr2_614024","chr10_618234",0.674987571091214,1986,"YBR196C-A","YJR101W","S000003862","853565","RSM26","YJR101W","Mitochondrial ribosomal protein of the small subunit"
"YLR342W","chr2_614024","chr12_809997",0.674955297816213,1986,"YBR196C-A","YLR342W","S000004334","851055","FKS1","YLR342W","Catalytic subunit of 1,3-beta-D-glucan synthase; functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling; FKS1 has a paralog, GSC2, that arose from the whole genome duplication"
"YGR042W","chr2_614024","chr7_579476",0.674836802586796,1986,"YBR196C-A","YGR042W","S000003274","852933","MTE1","YGR042W","Protein of unknown function; involved in maintenance of proper telomere length; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus; forms nuclear foci upon DNA replication stress"
"YHR103W","chr2_614024","chr8_320414",0.674827379133905,1986,"YBR196C-A","YHR103W","S000001145","856503","SBE22","YHR103W","Protein involved in bud growth; involved in the transport of cell wall components from the Golgi to the cell surface; similar in structure and functionally redundant with Sbe2p; SBE22 has a paralog, SBE2, that arose from the whole genome duplication"
"YPL183W-A","chr2_614024","chr16_199095",0.674648211819858,1985,"YBR196C-A","YPL183W-A","S000007224","855918","RTC6","YPL183W-A","Protein involved in translation; mutants have defects in biogenesis of nuclear ribosomes; sequence similar to prokaryotic ribosomal protein L36, may be a mitochondrial ribosomal protein; protein abundance increases in response to DNA replication stress"
"YNL127W","chr2_614024","chr14_383987",0.674612843763504,1986,"YBR196C-A","YNL127W","S000005071","855596","FAR11","YNL127W","Protein involved in recovery from cell cycle arrest; acts in response to pheromone; also involved in regulation of intra-S DNA damage checkpoint and autophagy; is essential for dephosphorylation of Atg13p; interacts with Far3p, Far7p, Far8p, Far9p, Far10p and with the phosphatases Pph21p, Pph22p and Pph3p; has similarity to the N- and C-termini of N. crassa HAM-2; similar to human Fam40A and Fam40B"
"YKL016C","chr2_614024","chr11_407465",0.674602449670895,1986,"YBR196C-A","YKL016C","S000001499","853853","ATP7","YKL016C","Subunit d of the stator stalk of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis"
"YGR048W","chr2_614024","chr7_589826",0.674577220621557,1986,"YBR196C-A","YGR048W","S000003280","852939","UFD1","YGR048W","Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase; polyubiquitin binding protein that assists in the dislocation of misfolded, ERAD substrates that are subsequently delivered to the proteasome for degradation; involved in regulated destruction of ER membrane proteins such as HMG-CoA reductase (Hmg1/2p) and cytoplasmic proteins (Fbp1p); involved in mobilizing membrane bound transcription factors by regulated Ub/proteasome-dependent processing (RUP)"
"YJL047C","chr2_614024","chr10_349580",0.674573889358499,1986,"YBR196C-A","YJL047C","S000003583","853400","RTT101","YJL047C","Cullin subunit of a Roc1p-dependent E3 ubiquitin ligase complex; role in anaphase progression; required for recovery after DSB repair; implicated in Mms22-dependent DNA repair; involved with Mms1p in nonfunctional rRNA decay; modified by the ubiquitin-like protein, Rub1p"
"YNR028W","chr2_614024","chr14_676177",0.674486423906964,1986,"YBR196C-A","YNR028W","S000005311","855762","CPR8","YNR028W","Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; potential role in the secretory pathway; CPR8 has a paralog, CPR4, that arose from the whole genome duplication"
"YGR155W","chr2_614024","chr7_798543",0.674484491314223,1986,"YBR196C-A","YGR155W","S000003387","853059","CYS4","YGR155W","Cystathionine beta-synthase; catalyzes synthesis of cystathionine from serine and homocysteine, the first committed step in cysteine biosynthesis; responsible for hydrogen sulfide generation; advances passage through START by promoting cell growth which requires catalytic activity, and reducing critical cell size independent of catalytic activity; mutations in human ortholog CBS cause homocystinuria; human CBS can complement yeast null mutant"
"YHR133C","chr2_614024","chr8_370722",0.674471209843262,1986,"YBR196C-A","YHR133C","S000001175","856535","NSG1","YHR133C","Protein involved in regulation of sterol biosynthesis; specifically stabilizes Hmg2p, one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis; forms foci at the nuclear periphery upon DNA replication stress; relocalizes to the cytosol in response to hypoxia; homolog of mammalian INSIG proteins; NSG1 has a paralog, NSG2, that arose from the whole genome duplication"
"YBL068W","chr2_92330","chr2_614024",0.674456250966262,1986,"YBL068W","YBR196C-A","S000000164","852211","PRS4","YBL068W","5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP; which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes; PRS4 has a paralog, PRS2, that arose from the whole genome duplication; a missense mutation in the conserved residue R196 of its human homolog PRPS1 is pathogenic"
"YIL073C","chr2_614024","chr9_222937",0.674386850790159,1933,"YBR196C-A","YIL073C","S000001335","854737","SPO22","YIL073C","Meiosis-specific protein essential for chromosome synapsis; involved in completion of nuclear divisions during meiosis; induced early in meiosis"
"YBR109C","chr2_457919","chr2_614024",0.674353057620443,1986,"YBR109C","YBR196C-A","S000000313","852406","CMD1","YBR109C","Calmodulin; Ca2+ binding protein that regulates Ca2+ independent processes (mitosis, bud growth, actin organization, endocytosis, etc.) and Ca2+ dependent processes (stress-activated pathways), targets include Nuf1p, Myo2p and calcineurin; binds to the Hog1p MAPK in response to hyperosmotic stress; potentiates membrane tubulation and constriction mediated by the Rvs161p-Rvs167p complex; human CALM1 or CALM2 functionally complement repression induced inviability"
"YDL142C","chr2_614024","chr4_201719",0.674343682010446,1986,"YBR196C-A","YDL142C","S000002301","851413","CRD1","YDL142C","Cardiolipin synthase; produces cardiolipin, which is a phospholipid of the mitochondrial inner membrane that is required for normal mitochondrial membrane potential and function and for correct integration of membrane-multispanning proteins into the mitochondrial outer membrane; required to maintain tubular mitochondrial morphology and functions in mitochondrial fusion; also required for normal vacuolar ion homeostasis"
"YCR038C","chr2_614024","chr3_197621",0.674325744899949,1986,"YBR196C-A","YCR038C","S000000634","850405","BUD5","YCR038C","GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types"
"YDR428C","chr2_614024","chr4_1323454",0.674250355412647,1986,"YBR196C-A","YDR428C","S000002836","852038","BNA7","YDR428C","Formylkynurenine formamidase; involved in the de novo biosynthesis of NAD from tryptophan via kynurenine"
"YOR381W","chr2_614024","chr15_1055545",0.674186996957581,1979,"YBR196C-A","YOR381W","S000005908","854563","FRE3","YOR381W","Ferric reductase; reduces siderophore-bound iron prior to uptake by transporters; expression induced by low iron levels"
"YKR044W","chr2_614024","chr11_522015",0.674147398054746,1986,"YBR196C-A","YKR044W","S000001752","853918","UIP5","YKR044W","Protein of unknown function that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates"
"YPL074W","chr2_614024","chr16_415763",0.674070848277108,1986,"YBR196C-A","YPL074W","S000005995","856031","YTA6","YPL074W","Putative ATPase of the CDC48/PAS1/SEC18 (AAA) family; localized to the cortex of mother cells but not to daughter cells; relocalizes from cytoplasm to plasma membrane foci upon DNA replication stress"
"YDR408C","chr2_614024","chr4_1288215",0.674026371679359,1986,"YBR196C-A","YDR408C","S000002816","852017","ADE8","YDR408C","Phosphoribosyl-glycinamide transformylase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway"
"YBR203W","chr2_614024","chr2_629168",0.674021181443352,1986,"YBR196C-A","YBR203W","S000000407","852502","COS111","YBR203W","Protein required for antifungal drug ciclopirox olamine resistance; not related to the subtelomerically-encoded COS family; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YDR076W","chr2_614024","chr4_598468",0.674009525008895,1984,"YBR196C-A","YDR076W","S000002483","851648","RAD55","YDR076W","Protein that stimulates strand exchange; stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad57p"
"YCR102C","chr2_614024","chr3_304361",0.673981893459581,1972,"YBR196C-A","YCR102C","S000000699","850466",NA,"YCR102C","Putative protein of unknown function; involved in copper metabolism; similar to C. carbonum toxD gene; member of the quinone oxidoreductase family"
"YPR056W","chr2_614024","chr16_671126",0.673979302754798,1986,"YBR196C-A","YPR056W","S000006260","856169","TFB4","YPR056W","Subunit of TFIIH complex; involved in transcription initiation, similar to 34 kDa subunit of human TFIIH; interacts with Ssl1p"
"YJR075W","chr2_614024","chr10_573981",0.673874302797653,1986,"YBR196C-A","YJR075W","S000003836","853538","HOC1","YJR075W","Alpha-1,6-mannosyltransferase; involved in cell wall mannan biosynthesis; subunit of a Golgi-localized complex that also contains Anp1p, Mnn9p, Mnn11p, and Mnn10p; identified as a suppressor of a cell lysis sensitive pkc1-371 allele"
"YNL159C","chr2_614024","chr14_338478",0.673874302797653,1986,"YBR196C-A","YNL159C","S000005103","855563","ASI2","YNL159C","Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and inner for ubiquitin-mediated degradation; acts with Asi1p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p, maintaining the repressed state of gene expression in the absence of inducing amino acids"
"YLR089C","chr2_614024","chr12_318237",0.673872184321126,1986,"YBR196C-A","YLR089C","S000004079","850778","ALT1","YLR089C","Alanine transaminase (glutamic pyruvic transaminase); involved in alanine biosynthesis and catabolism; TOR1-independent role in determining chronological lifespan; expression is induced in the presence of alanine; repression is mediated by Nrg1p; ALT1 has a paralog, ALT2, that arose from the whole genome duplication; Alt2p is catalytically inactive"
"YMR267W","chr2_614024","chr13_801772",0.673815561703681,1986,"YBR196C-A","YMR267W","S000004880","855309","PPA2","YMR267W","Mitochondrial inorganic pyrophosphatase; required for mitochondrial function and possibly involved in energy generation from inorganic pyrophosphate; human ortholog, PPA2, functionally complements the null mutant; mutations in human PPA2 cause a mitochondrial disease resulting in sudden unexpected cardiac arrest in infants"
"YLR291C","chr2_614024","chr12_718317",0.673797041509959,1986,"YBR196C-A","YLR291C","S000004282","850998","GCD7","YLR291C","Beta subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression; human homolog EIF2B2 can complement yeast mutant, allows growth down-regulation of yeast gene"
"YIL132C","chr2_614024","chr9_99860",0.673689977769881,1966,"YBR196C-A","YIL132C","S000001394","854674","CSM2","YIL132C","Component of Shu complex (aka PCSS complex); Shu complex also includes Psy3, Shu1, Shu2, and promotes error-free DNA repair,; Shu complex mediates inhibition of Srs2p function; promotes formation of Rad51p filaments; Psy3p and Csm2p contain similar DNA-binding regions which work together to form a single DNA binding site; required for accurate chromosome segregation during meiosis"
"YNL316C","chr2_614024","chr14_42071",0.67364822130173,1986,"YBR196C-A","YNL316C","S000005260","855400","PHA2","YNL316C","Prephenate dehydratase; catalyzes the conversion of prephanate to phenylpyruvate, which is a step in the phenylalanine biosynthesis pathway"
"YHL038C","chr2_614024","chr8_23617",0.673622833831766,1986,"YBR196C-A","YHL038C","S000001030","856347","CBP2","YHL038C","Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene"
"YKR065C","chr2_614024","chr11_565299",0.67360152578856,1986,"YBR196C-A","YKR065C","S000001773","853939","PAM17","YKR065C","Constituent of the TIM23 complex; proposed alternatively to be a component of the import motor (PAM complex) or to interact with and modulate the core TIM23 (Translocase of the Inner mitochondrial Membrane) complex; protein abundance increases in response to DNA replication stress"
"YPL046C","chr2_614024","chr16_466644",0.67360152578856,1985,"YBR196C-A","YPL046C","S000005967","856061","ELC1","YPL046C","Elongin C, conserved among eukaryotes; forms a complex with Cul3p that polyubiquitylates monoubiquitylated RNA polymerase II to trigger its proteolysis; plays a role in global genomic repair"
"YER042W","chr2_614024","chr5_234937",0.673503398375023,1986,"YBR196C-A","YER042W","S000000844","856765","MXR1","YER042W","Methionine-S-sulfoxide reductase; involved in the response to oxidative stress; protects iron-sulfur clusters from oxidative inactivation along with MXR2; involved in the regulation of lifespan; reduced activity of human homolog implicated in Alzheimer disease"
"YGL019W","chr2_614024","chr7_458156",0.673486182510759,1986,"YBR196C-A","YGL019W","S000002987","852865","CKB1","YGL019W","Beta regulatory subunit of casein kinase 2 (CK2); a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerases"
"YPL260W","chr2_614024","chr16_49303",0.673477934562752,1986,"YBR196C-A","YPL260W","S000006181","855867","CUB1","YPL260W","Conserved fungal gene linked to DNA repair and proteasome function; putative substrate of cAMP-dependent protein kinase (PKA); green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YPL260W is not an essential gene; protein abundance increases in response to DNA replication stress"
"YOR368W","chr2_614024","chr15_1026843",0.673303808019929,1986,"YBR196C-A","YOR368W","S000005895","854550","RAD17","YOR368W","Checkpoint protein; involved in the activation of the DNA damage and meiotic pachytene checkpoints; with Mec3p and Ddc1p, forms a clamp that is loaded onto partial duplex DNA; homolog of human and S. pombe Rad1 and U. maydis Rec1 proteins"
"YIR037W","chr2_614024","chr9_423128",0.673288839312447,1986,"YBR196C-A","YIR037W","S000001476","854855","HYR1","YIR037W","Thiol peroxidase; functions as a hydroperoxide receptor to sense intracellular hydroperoxide levels and transduce a redox signal to the Yap1p transcription factor; HYR1 has a paralog, GPX1, that arose from the whole genome duplication"
"YJL030W","chr2_614024","chr10_387657",0.673254514103323,1986,"YBR196C-A","YJL030W","S000003567","853422","MAD2","YJL030W","Component of the spindle-assembly checkpoint complex; delays onset of anaphase in cells with defects in mitotic spindle assembly; forms a complex with Mad1p; regulates APC/C activity during prometaphase and metaphase of meiosis I; gene dosage imbalance between MAD1 and MAD2 leads to chromosome instability"
