"gene","GENENAME","transcript","rho","classification","ENTREZID","DESCRIPTION","coex_rank","pep_cnt","pep_cov","SGD","degree","pep_cnt_n","pep_cov_n","degree_n","score","coip_rank","ER_related","mito_related","vac_related","transport_related"
"YHL003C","LAG1","chr8_100648",0.763037017823783,"conserved","856386","Ceramide synthase component; involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, functionally equivalent to Lac1p; forms ER foci upon DNA replication stress; homolog of human CERS2, a tumor metastasis suppressor gene whose silencing enhances invasion/metastasis of prostate cancer cells; LAG1 has a paralog, LAC1, that arose from the whole genome duplication",390,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"YOR370C","MRS6","chr15_1029183",0.762998206719817,"conserved","854552","Rab escort protein; forms a complex with the Ras-like small GTPase Ypt1p that is required for the prenylation of Ypt1p by protein geranylgeranyltransferase type II (Bet2p-Bet4p); sequence similarity to mammalian choroideraemia gene; relative distribution to the nucleus increases upon DNA replication stress",391,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YGL140C",NA,"chr7_241353",0.762937392017637,"conserved","852737","Putative protein of unknown function; non-essential gene; contains multiple predicted transmembrane domains",392,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YBR029C","CDS1","chr2_296369",0.762924665318769,"conserved","852317","Phosphatidate cytidylyltransferase (CDP-diglyceride synthetase); an enzyme that catalyzes that conversion of CTP + phosphate into diphosphate + CDP-diaclglyerol, a critical step in the synthesis of all major yeast phospholipids; human homolog CDS1 can complement yeast cds1 null mutant",393,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YKL057C","NUP120","chr11_330856",0.762847264253458,"conserved","853808","Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is involved in establishment of a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery, including double-strand break repair, transcription and chromatin silencing; homologous to human NUP160",394,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE
"YDR233C","RTN1","chr4_929470",0.762775144438913,"conserved","851819","Reticulon protein; involved in nuclear pore assembly and maintenance of tubular ER morphology; promotes membrane curvature; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; increases tubular ER when overexpressed; mutants have reduced phosphatidylserine transfer between the ER and mitochondria; interacts with exocyst subunit Sec6p, Yip3p, and Sbh1p; member of the RTNLA subfamily",395,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE
"YNL217W",NA,"chr14_240331",0.762526145472071,"conserved","855504","Putative protein of unknown function; weak sequence similarity to bis (5'-nucleotidyl)-tetraphosphatases; (GFP)-fusion protein localizes to the vacuole; null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate",396,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
"YJL183W","MNN11","chr10_84068",0.762516428375188,"conserved","853256","Subunit of a Golgi mannosyltransferase complex; this complex also contains Anp1p, Mnn9p, Mnn10p, and Hoc1p, and mediates elongation of the polysaccharide mannan backbone; has homology to Mnn10p",397,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YGL234W","ADE5,7","chr7_56482",0.762340539383221,"conserved","852617","Enzyme of the 'de novo' purine nucleotide biosynthetic pathway; contains aminoimidazole ribotide synthetase and glycinamide ribotide synthetase activities",398,6,0.025,"S000003203",41,0.153846153846154,0.1875,0.431578947368421,0.772925101214575,25,FALSE,FALSE,FALSE,FALSE
"YGL257C","MNT2","chr7_12481",0.762010882562837,"conserved","852635","Mannosyltransferase; involved in adding the 4th and 5th mannose residues of O-linked glycans",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YDR387C","CIN10","chr4_1248154",0.762002707291897,"conserved","851995","Putative transporter; member of the sugar porter family; non-essential gene; overexpression results in elevated colony sectoring, an indicator of chromosomal instability",400,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE
"YJL193W",NA,"chr10_71366",0.761963184399638,"conserved","853246","Putative protein of unknown function; predicted to encode a triose phosphate transporter subfamily member based on phylogenetic analysis; similar to YOR307C/SLY41; deletion mutant has a respiratory growth defect",401,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE
"YDR538W","PAD1","chr4_1510902",0.761943120164287,"conserved","852150","Phenylacrylic acid decarboxylase; confers resistance to cinnamic acid, decarboxylates aromatic carboxylic acids to the corresponding vinyl derivatives; also has mRNA binding activity; homolog of E. coli UbiX; co-overproduction of Pad1p and Fdc1p greatly increases cinnamic acid decarboxylase activity",402,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YMR119W","ASI1","chr13_505333",0.761852735388149,"conserved","855147","Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p, maintaining the repressed state of gene expression in the absence of inducing amino acids",403,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YGR257C","MTM1","chr7_1006205",0.761834104151604,"conserved","853173","Mitochondrial protein of the mitochondrial carrier family; high affinity pyridoxal 5'-phosphate (PLP) transporter, important for delivery of PLP cofactor to mitochondrial enzymes; involved in mitochondrial iron homeostasis and in activating mitochondrial Sod2p by facilitating insertion of an essential manganese cofactor",404,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE
"YDL086W",NA,"chr4_301413",0.761746323965221,"conserved","851472","Putative carboxymethylenebutenolidase; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDL086W is not an essential gene",405,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
"YOR307C","SLY41","chr15_892731",0.761609210493524,"conserved","854484","Protein involved in ER-to-Golgi transport",406,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE
"YGR075C","PRP38","chr7_636147",0.76158930243164,"conserved","852966","Unique component of the U4/U6.U5 tri-snRNP particle; tri-snRNP is required for conformational changes which result in the catalytic activation of the spliceosome; dispensable for spliceosome assembly",407,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YOR043W","WHI2","chr15_410870",0.761453254184053,"conserved","854208","Protein required for full activation of the general stress response; required with binding partner Psr1p, possibly through Msn2p dephosphorylation; regulates growth during the diauxic shift; negative regulator of G1 cyclin expression; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the cell periphery",408,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YFR006W",NA,"chr6_156145",0.761431304155413,"conserved","850556","Putative X-Pro aminopeptidase; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YFR006W is not an essential gene",409,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YDR135C","YCF1","chr4_723004",0.76139205872749,"conserved","851713","Vacuolar glutathione S-conjugate transporter; ABC-C transporter of the ATP-binding cassette family; required for vacuole fusion; forms stable complexes with vacuole fusion machinery; regulates Vam7p recruitment to vacuoles; role in detoxifying metals (Cd, Hg, As); transports GSSG that is not immediately reduced in cytosol to vacuole; transports unconjugated bilirubin, selenodigluthatione, oxidized glutathione; similar to human cystic fibrosis protein CFTR",410,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"YPL103C","FMP30","chr16_358000",0.761306238172587,"conserved","856001","Protein with a role in maintaining mitochondrial morphology; also involved in maintaining normal cardiolipin levels; mitochondrial inner membrane protein; proposed to be involved in N-acylethanolamine metabolism; related to mammalian N-acylPE-specific phospholipase D",411,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
"YDR212W","TCP1","chr4_887232",0.761048109959896,"conserved","851798","Alpha subunit of chaperonin-containing T-complex; complex mediates protein folding in the cytosol; involved in actin cytoskeleton maintenance; overexpression in neurons suppresses formation of pathogenic conformations of huntingtin protein",412,5,0.06,"S000002620",18,0.128205128205128,0.45,0.189473684210526,0.767678812415654,26,FALSE,FALSE,FALSE,FALSE
"YPR024W","YME1","chr16_610481",0.760925864521639,"conserved","856135","Catalytic subunit of i-AAA protease complex; complex is located in mitochondrial inner membrane; responsible for degradation of unfolded or misfolded mitochondrial gene products; serves as nonconventional translocation motor to pull PNPase into intermembrane space; also has role in intermembrane space protein folding; mutation causes elevated rate of mitochondrial turnover; human homolog YME1L1 can complement yeast null mutant",413,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
"YDR492W","IZH1","chr4_1434924",0.760863229200001,"conserved","852102","Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family; transcription is regulated directly by Zap1p, expression induced by zinc deficiency and fatty acids; deletion increases sensitivity to elevated zinc; IZH1 has a paralog, IZH4, that arose from the whole genome duplication",414,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YJR010C-A","SPC1","chr10_458077",0.760750934289045,"conserved","853467","Subunit of the signal peptidase complex (SPC); SPC cleaves the signal sequence from proteins targeted to the endoplasmic reticulum (ER); homolog of the SPC12 subunit of mammalian signal peptidase complex; protein abundance increases in response to DNA replication stress",415,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"YDR304C","CPR5","chr4_1071880",0.760746633869553,"conserved","851898","Peptidyl-prolyl cis-trans isomerase (cyclophilin) of the ER; catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; transcriptionally induced in response to unfolded proteins in the ER; CPR5 has a paralog, CPR2, that arose from the whole genome duplication",416,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"YNL026W","SAM50","chr14_581920",0.760695853791247,"conserved","855705","Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; the complex binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; homologous to bacterial Omp85",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
"YHR183W","GND1","chr8_470960",0.760566187064246,"conserved","856589","6-phosphogluconate dehydrogenase (decarboxylating); catalyzes an NADPH regenerating reaction in the pentose phosphate pathway; required for growth on D-glucono-delta-lactone and adaptation to oxidative stress; GND1 has a paralog, GND2, that arose from the whole genome duplication",418,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YBR175W","SWD3","chr2_582408",0.760520606381943,"conserved","852472","Essential subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member and ortholog of mammalian WDR5",419,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YLR241W","CSC1","chr12_620473",0.76041024859701,"conserved","850942","Calcium permeable gated cation channel; may be involved in detoxification; similar to Arabidopsis CSC1",420,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YPL172C","COX10","chr16_224353",0.760101730198354,"conserved","855931","Heme A:farnesyltransferase; catalyzes first step in conversion of protoheme to heme A prosthetic group required for cytochrome c oxidase activity; human ortholog COX10 can complement yeast cox10 null mutant; human ortholog COX10 is associated with mitochondrial disorders",421,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
"YKL175W","ZRT3","chr11_118793",0.760034371580145,"conserved","853679","Vacuolar membrane zinc transporter; transports zinc from storage in the vacuole to the cytoplasm when needed; transcription is induced under conditions of zinc deficiency",422,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"YHR188C","GPI16","chr8_482005",0.759807424942218,"conserved","856595","Subunit of the glycosylphosphatidylinositol transamidase complex; transmembrane protein; adds GPIs to newly synthesized proteins; human PIG-Tp homolog",423,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YKL219W","COS9","chr11_14485",0.759211933138023,"conserved","853661","Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins",424,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YJL058C","BIT61","chr10_326242",0.759173397429585,"conserved","853388","Subunit of TORC2 membrane-associated complex; involved in regulation of cell cycle-dependent actin cytoskeletal dynamics during polarized growth and cell wall integrity; BIT61 has a paralog, BIT2, that arose from the whole genome duplication",425,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YGL100W","SEH1","chr7_313234",0.759129413853456,"conserved","852778","Subunit of the Nup84 nuclear pore and SEACAT subcomplexes; involved in nucleocytoplasmic transport and NPC biogenesis in the nuclear pore subcomplex; subunit of SEACAT, a subcomplex of the SEA complex that inhibits the TORC1 inhibitory role of SEACIT (Iml1p-Npr2p-Npr3p), a GAP for Gtr1p in response to amino acid limitation, thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; human SEH1 homolog",426,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"YKL213C","DOA1","chr11_31960",0.759099003987742,"conserved","853667","WD repeat protein required for ubiquitin-mediated protein degradation; ubiquitin binding cofactor that complexes with Cdc48p; required for ribophagy; controls cellular ubiquitin concentration; promotes efficient NHEJ in postdiauxic/stationary phase; facilitates N-terminus-dependent proteolysis of centromeric histone H3 (Cse4p) for faithful chromosome segregation; protein increases in abundance and relocalizes from nucleus to nuclear periphery upon DNA replication stress",427,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YMR074C","SDD2","chr13_413036",0.758937142118832,"conserved","855096","Protein with homology to human PDCD5; PDCD5 is involved in programmed cell death; N-terminal region forms a conserved triple-helix bundle structure; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P; overexpression promotes H2O2-induced apoptosis; YMR074C is not an essential gene; protein abundance increases in response to DNA replication stress",428,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YLR429W","CRN1","chr12_990777",0.758488132601381,"conserved","851148","Coronin; cortical actin cytoskeletal component that associates with the Arp2p/Arp3p complex to regulate its activity; plays a role in regulation of actin patch assembly",429,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YHR086W","NAM8","chr8_278153",0.758447198228519,"conserved","856486","RNA binding protein, component of the U1 snRNP protein; mutants are defective in meiotic recombination and in formation of viable spores, involved in the formation of DSBs through meiosis-specific splicing of REC107 pre-mRNA; Nam8p regulon embraces the meiotic pre-mRNAs of REC107, HFM1, AMA1 SPO22 and PCH2; the putative RNA binding domains RRM2 and RRM3 are required for Nam8p meiotic function",430,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YOL136C","PFK27","chr15_67561",0.758439768495922,"conserved","853984","6-phosphofructo-2-kinase; catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate, expression induced by glucose and sucrose, transcriptional regulation involves protein kinase A",431,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YPR138C","MEP3","chr16_810984",0.758303007999814,"conserved","856260","Ammonium permease of high capacity and low affinity; belongs to a ubiquitous family of cytoplasmic membrane proteins that transport only ammonium (NH4+); expression is under the nitrogen catabolite repression regulation ammonia permease; MEP3 has a paralog, MEP1, that arose from the whole genome duplication",432,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE
"YER036C","ARB1","chr5_223367",0.758027109139893,"conserved","856758","ATPase of the ATP-binding cassette (ABC) family; involved in 40S and 60S ribosome biogenesis, has similarity to Gcn20p; shuttles from nucleus to cytoplasm, physically interacts with Tif6p, Lsg1p; human homolog ABCF2 can complement yeast ARB1 mutant",433,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YLR224W","UCC1","chr12_586464",0.757838190305211,"conserved","850921","F-box protein and component of SCF ubiquitin ligase complexes; involved in ubiquitin-dependent protein catabolism; readily monoubiquitinated in vitro by SCF-Ubc4 complexes; SCF-Ucc1 regulates level of Cit2 citrate synthase protein to maintain citrate homeostasis, acts as metabolic switch for glyoxylate cycle; UCC1 transcription is downregulated in cells grown on C2-compounds",434,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YML023C","NSE5","chr13_226994",0.757802461343259,"conserved","854985","Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair",435,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YJR075W","HOC1","chr10_573981",0.757669796082853,"conserved","853538","Alpha-1,6-mannosyltransferase; involved in cell wall mannan biosynthesis; subunit of a Golgi-localized complex that also contains Anp1p, Mnn9p, Mnn11p, and Mnn10p; identified as a suppressor of a cell lysis sensitive pkc1-371 allele",436,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YDR438W","THI74","chr4_1338274",0.757637170401738,"conserved","852048","Mitochondrial transporter repressible by thiamine; THI74 has a paralog, YML018C, that arose from the whole genome duplication; shows sequence homology to human gene SLC35F3, a thiamine transporter implicated in hypertension",437,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE
"YLL015W","BPT1","chr12_116432",0.757549849316613,"conserved","850645","ABC type transmembrane transporter of MRP/CFTR family; found in vacuolar membrane, involved in the transport of unconjugated bilirubin and in heavy metal detoxification via glutathione conjugates, along with Ycf1p",438,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE
"YPL037C","EGD1","chr16_481428",0.757481581550036,"conserved","856070","Subunit beta1 of the nascent polypeptide-associated complex (NAC); involved in protein targeting, associated with cytoplasmic ribosomes; enhances DNA binding of the Gal4p activator; homolog of human BTF3b; EGD1 has a paralog, BTT1, that arose from the whole genome duplication",439,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YGR057C","LST7","chr7_604773",0.757420761564249,"conserved","852948","Subunit of the Lst4p-Lst7p GTPase activating protein complex for Gtr2p; stimulates the GTPase activity of Rag family GTPase Gtr2p, within the context of the Gtr1p-Gtr2p heterodimer, after amino acid stimulation; required for activation of TORC1 in response to amino acid stimulation; recruited to the vacuolar membrane during amino acid starvation and released from the membrane by TORC1; required for the transport of amino acid permease Gap1p from the Golgi to the cell surface",440,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE
"YPR041W","TIF5","chr16_648704",0.757409096388498,"conserved","856154","Translation initiation factor eIF5; functions both as a GTPase-activating protein to mediate hydrolysis of ribosome-bound GTP and as a GDP dissociation inhibitor to prevent recycling of eIF2",441,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YOL123W","HRP1","chr15_87844",0.757407612628371,"conserved","853997","Subunit of cleavage factor I; cleavage factor I is a five-subunit complex required for the cleavage and polyadenylation of pre-mRNA 3' ends; RRM-containing heteronuclear RNA binding protein and hnRNPA/B family member that binds to poly (A) signal sequences; required for genome stability",442,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YDR119W","VBA4","chr4_688227",0.757370757921651,"conserved","851697","Protein of unknown function; proposed role as a basic amino acid permease based on phylogeny; GFP-fusion protein localizes to vacuolar membrane; physical interaction with Atg27p suggests a possible role in autophagy; non-essential gene",443,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YBR163W","EXO5","chr2_565723",0.757347891328447,"conserved","852461","Mitochondrial 5'-3' exonuclease and sliding exonuclease; required for mitochondrial genome maintenance; distantly related to the RecB nuclease domain of bacterial RecBCD recombinases; may be regulated by the transcription factor Ace2",444,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
"YJR013W","GPI14","chr10_460382",0.757307998321107,"conserved","853470","Glycosylphosphatidylinositol-alpha 1,4 mannosyltransferase I; involved in GPI anchor biosynthesis, requires Pbn1p for function; homolog of mammalian PIG-M",445,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YIL094C","LYS12","chr9_186517",0.757290069528816,"conserved","854714","Homo-isocitrate dehydrogenase; an NAD-linked mitochondrial enzyme required for the fourth step in the biosynthesis of lysine, in which homo-isocitrate is oxidatively decarboxylated to alpha-ketoadipate",446,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
"YLR125W",NA,"chr12_393484",0.757247979335119,"conserved","850816","Putative protein of unknown function; mutant has decreased Ty3 transposition; YLR125W is not an essential gene",447,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YNL330C","RPD3","chr14_18001",0.757209543124777,"conserved","855386","Histone deacetylase, component of both the Rpd3S and Rpd3L complexes; regulates transcription, silencing, autophagy and other processes by influencing chromatin remodeling; forms at least two different complexes which have distinct functions and members; Rpd3(L) recruitment to the subtelomeric region is regulated by interaction with the arginine methyltransferase, Hmt1p",448,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YLL031C","GPI13","chr12_77152",0.757074560749998,"conserved","850628","ER membrane localized phosphoryltransferase; adds phosphoethanolamine onto the third mannose residue of the glycosylphosphatidylinositol (GPI) anchor precursor; similar to human PIG-O protein",449,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"YGR198W","YPP1","chr7_894693",0.756972884187206,"conserved","853112","Cargo-transport protein involved in endocytosis; interacts with phosphatidylinositol-4-kinase Stt4p; is required, along with Efr3p, for the assembly and recruitment of multiple copies of the kinase into phosphoinositide kinase (PIK) patches at the plasma membrane; positively regulates Stt4p; GFP-fusion protein localizes to the cytoplasm; YGR198W is an essential gene",450,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE
"YOL159C-A",NA,"chr15_15233",0.756918861711376,"NEI","854005","Protein of unknown function; overexpression affects endocytic protein trafficking; identified by sequence comparison with hemiascomycetous yeast species",451,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YDL128W","VCX1","chr4_232652",0.756884919353227,"conserved","851429","Vacuolar membrane antiporter with Ca2+/H+ and K+/H+ exchange activity; involved in control of cytosolic Ca2+ and K+ concentrations; has similarity to sodium/calcium exchangers, including the bovine Na+/Ca2+,K+ antiporter",452,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YGL169W","SUA5","chr7_186059",0.756735179674928,"conserved","852707","Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; null mutant lacks N6-threonylcarbamoyl adenosine (t6A) modification in the anticodon loop of ANN-decoding tRNA; member of conserved YrdC/Sua5 family; binds single-stranded telomeric DNA and null mutant has abnormal telomere length",453,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YGR199W","PMT6","chr7_897502",0.756669442220433,"conserved","853113","Protein O-mannosyltransferase; transfers mannose from dolichyl phosphate-D-mannose to protein serine/threonine residues of secretory proteins; reaction is essential for cell wall rigidity; member of a family of mannosyltransferases",454,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YLR378C","SEC61","chr12_875736",0.756658059965011,"conserved","851095","Conserved ER protein translocation channel; essential subunit of Sec61 complex (Sec61p, Sbh1p, and Sss1p); forms channel for SRP-dependent protein import; with Sec63 complex allows SRP-independent protein import into ER; involved in posttranslational soluble protein import into the ER, ERAD of soluble substrates, and misfolded soluble protein export from the ER",455,2,0.04,"S000004370",13,0.0512820512820513,0.3,0.136842105263158,0.488124156545209,60,TRUE,FALSE,FALSE,FALSE
"YCL001W","RER1","chr3_111916",0.756554856488843,"conserved","850354","Protein involved in retention of membrane proteins; including Sec12p, in the ER; localized to Golgi; functions as a retrieval receptor in returning membrane proteins to the ER",456,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"YNL022C","RCM1","chr14_591427",0.756484223570307,"conserved","855709","rRNA m5C methyltransferase; methylates cytosine at position 2278 of 25S rRNA while Nop2p methylates cytosine at position 2870; contains seven beta-strand methyltransferase motif; localized to the nucleolus; interacts with Trm112p; homolog of NSUN5A, a human gene which is deleted in Williams-Beuren Syndrome",457,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YIR021W","MRS1","chr9_397294",0.75627348847854,"conserved","854839","Splicing protein; required for splicing of two mitochondrial group I introns (BI3 in COB and AI5beta in COX1); forms a splicing complex, containing four subunits of Mrs1p and two subunits of the BI3-encoded maturase, that binds to the BI3 RNA; MRS1 has a paralog, CCE1, that arose from the whole genome duplication",458,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
"YOL064C","MET22","chr15_206103",0.7558123198434,"conserved","854090","Bisphosphate-3'-nucleotidase; involved in salt tolerance and methionine biogenesis; dephosphorylates 3'-phosphoadenosine-5'-phosphate and 3'-phosphoadenosine-5'-phosphosulfate, intermediates of the sulfate assimilation pathway; human homolog BPNT1 complements yeast null mutant",459,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YBR143C","SUP45","chr2_530869",0.755753291134461,"conserved","852440","Polypeptide release factor (eRF1) in translation termination; mutant form acts as a recessive omnipotent suppressor; methylated by Mtq2p-Trm112p in ternary complex eRF1-eRF3-GTP; mutation of methylation site confers resistance to zymocin; has a role in cytokinesis through interaction with Mlc1p",460,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YDL009C",NA,"chr4_432925",0.75572505020323,"transient","851553","Protein of unknown function; mRNA identified as translated by ribosome profiling data; SWAT-GFP and mCherry fusion proteins localize to the cytosol; partially overlaps the verified ORF YDL010W; YDL009C is not an essential gene",461,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"YIL060W",NA,"chr9_246392",0.75571448518312,"NEI","854750","Mitochondrial protein of unknown function; required for respiratory growth; mutant accumulates less glycogen than does wild type; null mutation results in a decrease in plasma membrane electron transport; YIL060W is not an essential gene",462,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE
