"","orf_name","row","column","cor","num_obs","gene1","gene2","SGD","ENTREZID","GENENAME","ENSEMBL","DESCRIPTION"
"991","YDR086C","chr4_94133","chr4_616928",0.66127351131885,2238,NA,"YDR086C","S000002493","851659","SSS1","YDR086C","Subunit of the Sec61p translocation complex (Sec61p-Sss1p-Sbh1p); this complex forms a channel for passage of secretory proteins through the endoplasmic reticulum membrane, and of the Ssh1p complex (Ssh1p-Sbh2p-Sss1p); interacts with Ost4p and Wbp1p"
"992","YCL016C","chr4_94133","chr3_94621",0.661271433058279,2238,NA,"YCL016C","S000000521","850344","DCC1","YCL016C","Subunit of a complex with Ctf8p and Ctf18p; shares some components with Replication Factor C; required for sister chromatid cohesion and telomere length maintenance"
"993","YJL225C","chr4_94133","chr10_466",0.66117612919246,2226,NA,"YJL225C","S000003760","853231",NA,"YJL225C","Putative Y' element ATP-dependent helicase"
"994","YOR110W","chr4_94133","chr15_528941",0.661159282641911,2238,NA,"YOR110W","S000005636","854277","TFC7","YOR110W","RNA pol III transcription initiation factor complex (TFIIIC) subunit; part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; TFC7 has a paralog, YNL108C, that arose from the whole genome duplication"
"995","YCR095C","chr4_94133","chr3_288170",0.661125302536349,2238,NA,"YCR095C","S000000691","850457","OCA4","YCR095C","Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts"
"996","YDR315C","chr4_94133","chr4_1092741",0.661018655644825,2229,NA,"YDR315C","S000002723","851910","IPK1","YDR315C","Inositol 1,3,4,5,6-pentakisphosphate 2-kinase; nuclear protein required for synthesis of 1,2,3,4,5,6-hexakisphosphate (phytate), which is integral to cell function; has 2 motifs conserved in other fungi; ipk1 gle1 double mutant is inviable; human IPPK can complement ipk1 null mutant"
"997","YER066W","chr4_94133","chr5_290242",0.660980782284935,2238,NA,"YER066W","S000000868","856796","RRT13","YER066W","Putative protein of unknown function; non-essential gene identified in a screen for mutants with decreased levels of rDNA transcription"
"998","YAL015C","chr4_94133","chr1_126903",0.66088534225306,2238,NA,"YAL015C","S000000013","851218","NTG1","YAL015C","DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase; involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress; required for maintaining mitochondrial genome integrity; NTG1 has a paralog, NTG2, that arose from the whole genome duplication"
"999","YPL024W","chr4_94133","chr16_503517",0.660600207178798,2238,NA,"YPL024W","S000005945","856083","RMI1","YPL024W","Subunit of the RecQ (Sgs1p) - Topo III (Top3p) complex; stimulates superhelical relaxing, DNA catenation/decatenation and ssDNA binding activities of Top3p; involved in response to DNA damage; functions in S phase-mediated cohesion establishment via a pathway involving the Ctf18-RFC complex and Mrc1p; stimulates Top3p DNA catenation/decatenation activity; null mutants display increased rates of recombination and delayed S phase"
"1000","YDL131W","chr4_94133","chr4_227393",0.660532232960465,2238,NA,"YDL131W","S000002289","851425","LYS21","YDL131W","Homocitrate synthase isozyme; catalyzes the condensation of acetyl-CoA and alpha-ketoglutarate to form homocitrate, which is the first step in the lysine biosynthesis pathway; LYS21 has a paralog, LYS20, that arose from the whole genome duplication"
"1001","YHL049C","chr4_94133","chr8_3726",0.660507955394241,1653,NA,"YHL049C","S000001041","856336",NA,"YHL049C","Putative protein of unknown function"
"1002","YOL049W","chr4_94133","chr15_238619",0.660449260814601,2238,NA,"YOL049W","S000005409","854108","GSH2","YOL049W","Glutathione synthetase; catalyzes the ATP-dependent synthesis of glutathione (GSH) from gamma-glutamylcysteine and glycine; induced by oxidative stress and heat shock"
"1003","YJL034W","chr4_94133","chr10_381327",0.660416020884339,2238,NA,"YJL034W","S000003571","853418","KAR2","YJL034W","ATPase involved in protein import into the ER; also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p"
"1004","YDL233W","chr4_94133","chr4_36797",0.660369210949844,2238,NA,"YDL233W","S000002392","851365","MFG1","YDL233W","Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene"
"1005","YHR188C","chr4_94133","chr8_482005",0.660366556346111,2238,NA,"YHR188C","S000001231","856595","GPI16","YHR188C","Subunit of the glycosylphosphatidylinositol transamidase complex; transmembrane protein; adds GPIs to newly synthesized proteins; human PIG-Tp homolog"
"1006","YJL004C","chr4_94133","chr10_431589",0.660365572561959,2238,NA,"YJL004C","S000003541","853453","SYS1","YJL004C","Integral membrane protein of the Golgi; required for targeting of the Arf-like GTPase Arl3p to the Golgi; multicopy suppressor of ypt6 null mutation"
"1007","YDR285W","chr4_94133","chr4_1032436",0.6601996629857,2237,NA,"YDR285W","S000002693","851879","ZIP1","YDR285W","Transverse filament protein of the synaptonemal complex; required for normal levels of meiotic recombination and pairing between homologous chromosome during meiosis; required for meiotic recombination between non-allelc sites; potential Cdc28p substrate"
"1008","YDR383C","chr4_94133","chr4_1239960",0.660176460404957,2238,NA,"YDR383C","S000002791","851991","NKP1","YDR383C","Central kinetochore protein and subunit of the Ctf19 complex; mutants have elevated rates of chromosome loss; orthologous to fission yeast kinetochore protein fta4"
"1009","YPR133C","chr4_94133","chr16_795978",0.660166494190229,2238,NA,"YPR133C","S000006337","856251","SPN1","YPR133C","Protein involved in RNA polymerase II transcription; is constitutively recruited to the CYC1 promoter and is required for recruitment of chromatin remodeling factors for the expression of CYC1 gene; interacts genetically or physically with RNAP II, TBP, TFIIS, and chromatin remodelling factors; central domain highly conserved throughout eukaryotes; mutations confer an Spt- phenotype"
"1010","YDR358W","chr4_94133","chr4_1190059",0.660093634773746,2238,NA,"YDR358W","S000002766","851960","GGA1","YDR358W","Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog, GGA2, that arose from the whole genome duplication"
"1011","YOR094W","chr4_94133","chr15_502795",0.660016118541153,2238,NA,"YOR094W","S000005620","854261","ARF3","YOR094W","Glucose-repressible ADP-ribosylation factor; GTPase of Ras superfamily involved in regulating cell polarity and invasive growth; localizes to dynamic spots at plasma membrane and modulates PtdIns(4,5)P2 levels to facilitate endocytosis; required for localization of endocytic protein Lsb5p to correct cortical site in cells; also has mRNA binding activity; homolog of mammalian Arf6"
"1012","YNL198C","chr4_94133","chr14_266514",0.659959680962073,1727,NA,"YNL198C","S000005142",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"1013","YAR027W","chr4_94133","chr1_183770",0.659883955791324,2218,NA,"YAR027W","S000000075","851279","UIP3","YAR027W","Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family"
"1014","YMR117C","chr4_94133","chr13_501250",0.659652140108598,2228,NA,"YMR117C","S000004723","855144","SPC24","YMR117C","Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Spc24p, and Spc25p"
"1015","YDR105C","chr4_94133","chr4_665349",0.659554784296899,2238,NA,"YDR105C","S000002512","851682","TMS1","YDR105C","Vacuolar membrane protein of unknown function; is conserved in mammals; predicted to contain eleven transmembrane helices; interacts with Pdr5p, a protein involved in multidrug resistance"
"1016","YFL049W","chr4_94133","chr6_36803",0.659546646475233,2235,NA,"YFL049W","S000001845","850495","SWP82","YFL049W","Member of the SWI/SNF chromatin remodeling complex; has an as yet unidentified role in the complex; has identifiable counterparts in closely related yeast species; abundantly expressed in many growth conditions; paralog of Npl6p; relocates to the cytosol under hypoxic conditions"
"1017","YDR439W","chr4_94133","chr4_1339676",0.659522553633701,2237,NA,"YDR439W","S000002847","852049","LRS4","YDR439W","Nucleolar protein that forms a complex with Csm1p; and then Mam1p at kinetochores during meiosis I to mediate accurate homolog segregation; required for condensin recruitment to the replication fork barrier site and rDNA repeat segregation"
"1018","YKR027W","chr4_94133","chr11_491364",0.659516400799066,2238,NA,"YKR027W","S000001735","853898","BCH2","YKR027W","Member of the ChAPs (Chs5p-Arf1p-binding proteins) family; part of the exomer complex with Chs5p to mediate export of specific cargo proteins, including Chs3p, from the Golgi to the plasma membrane; BCH2 has a paralog, CHS6, that arose from the whole genome duplication"
"1019","YGL229C","chr4_94133","chr7_64503",0.659494806040781,2237,NA,"YGL229C","S000003198","852622","SAP4","YGL229C","Protein required for function of the Sit4p protein phosphatase; member of a family of similar proteins that form complexes with Sit4p, including Sap155p, Sap185p, and Sap190p; SAP4 has a paralog, SAP155, that arose from the whole genome duplication"
"1020","YDL175C","chr4_94133","chr4_144484",0.659238527898565,2238,NA,"YDL175C","S000002334","851379","AIR2","YDL175C","RNA-binding subunit of the TRAMP nuclear RNA surveillance complex; involved in nuclear RNA processing and degradation; involved in TRAMP complex assembly as a bridge between Mtr4p and Trf4p; stimulates the poly(A) polymerase activity of Pap2p in vitro; has 5 zinc knuckle motifs; AIR2 has a paralog, AIR1, that arose from the whole genome duplication; Air2p and Air1p have nonredundant roles in regulation of substrate specificity of the exosome"
"1021","YOR008C","chr4_94133","chr15_341278",0.659160407223885,2238,NA,"YOR008C","S000005534","854170","SLG1","YOR008C","Sensor-transducer of the stress-activated PKC1-MPK1 kinase pathway; involved in maintenance of cell wall integrity; required for mitophagy; involved in organization of the actin cytoskeleton; secretory pathway Wsc1p is required for the arrest of secretion response"
"1022","YER134C","chr4_94133","chr5_437267",0.65914646959888,2235,NA,"YER134C","S000000936","856873",NA,"YER134C","Magnesium-dependent acid phosphatase; member of the haloacid dehalogenase superfamily; non-essential gene"
"1023","YGL215W","chr4_94133","chr7_87981",0.659106313535728,2238,NA,"YGL215W","S000003183","852657","CLG1","YGL215W","Cyclin-like protein that interacts with Pho85p; has sequence similarity to G1 cyclins PCL1 and PCL2"
"1024","YPL152W","chr4_94133","chr16_265028",0.65909689470113,2238,NA,"YPL152W","S000006073","855951","RRD2","YPL152W","Peptidyl-prolyl cis/trans-isomerase; also activates the phosphotyrosyl phosphatase activity of protein phosphatase 2A (PP2A); regulates G1 phase progression, the osmoresponse, microtubule dynamics; subunit of the Tap42p-Pph21p-Rrd2p complex; protein abundance increases in response to DNA replication stress"
"1025","YBL111C","chr4_94133","chr2_2907",0.65905284666467,1166,NA,"YBL111C","S000002151","852161",NA,"YBL111C","Helicase-like protein encoded within the telomeric Y' element; relocalizes from mitochondrion to cytoplasm upon DNA replication stress"
"1026","YKL218C","chr4_94133","chr11_17359",0.658988894508205,2238,NA,"YKL218C","S000001701","853662","SRY1","YKL218C","3-hydroxyaspartate dehydratase; deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity"
"1027","YNL094W","chr4_94133","chr14_447611",0.658957165742322,2238,NA,"YNL094W","S000005038","855630","APP1","YNL094W","Phosphatidate phosphatase, converts phosphatidate to diacylglycerol; App1p, Pah1p, Dpp1p, and Lpp1p are responsible for all the phosphatidate phosphatase activity; component of cortical actin patches; interacts with components of endocytic pathway"
"1028","YPL089C","chr4_94133","chr16_379120",0.658920919261851,2238,NA,"YPL089C","S000006010","856016","RLM1","YPL089C","MADS-box transcription factor; component of the protein kinase C-mediated MAP kinase pathway involved in the maintenance of cell integrity; phosphorylated and activated by the MAP-kinase Slt2p; RLM1 has a paralog, SMP1, that arose from the whole genome duplication"
"1029","YKR028W","chr4_94133","chr11_494257",0.658896340957182,2238,NA,"YKR028W","S000001736","853899","SAP190","YKR028W","Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p, Sap155p, and Sap185p; SAP190 has a paralog, SAP185, that arose from the whole genome duplication"
"1030","YCR088W","chr4_94133","chr3_265068",0.658767633934602,2238,NA,"YCR088W","S000000684","850450","ABP1","YCR088W","Actin-binding protein of the cortical actin cytoskeleton; important for activation of the Arp2/3 complex that plays a key role actin in cytoskeleton organization; inhibits barbed-end actin filament elongation; phosphorylation within its Proline-Rich Regio, mediated by Cdc28p and Pho85p, protects Abp1p from proteolysis mediated by its own PEST sequences; mammalian homolog of HIP-55 (hematopoietic progenitor kinase 1 [HPK1]-interacting protein of 55 kDa)"
"1031","YPL056C","chr4_94133","chr16_453430",0.658656039359728,2160,NA,"YPL056C","S000005977","856051","LCL1","YPL056C","Putative protein of unknown function; deletion mutant is fluconazole resistant and has long chronological lifespan"
"1032","YCR030C","chr4_94133","chr3_173826",0.658634679829951,2238,NA,"YCR030C","S000000626","850396","SYP1","YCR030C","Negative regulator of WASP-Arp23 complex; involved in endocytic site formation; directly inhibits Las17p stimulation of Arp23 complex-mediated actin assembly in vitro; may regulate assembly and disassembly of the septin ring; colocalizes and interacts with septin subunits; potential role in actin cytoskeletal organization"
"1033","YDR409W","chr4_94133","chr4_1289406",0.658620454703404,2238,NA,"YDR409W","S000002817","852018","SIZ1","YDR409W","SUMO E3 ligase; promotes attachment of small ubiquitin-related modifier sumo (Smt3p) to primarily cytoplasmic proteins; regulates Rsp5p ubiquitin ligase activity and is in turn itself regulated by Rsp5p; required for sumoylation of septins and histone H3 variant Cse4p, a prerequisite for STUbL-mediated Ub-dependent degradation; localizes to the septin ring; acts as an adapter between E2, Ubc9p and substrates; tends to compensate for survival of DNA damage in absence of Nfi1p"
"1034","YMR284W","chr4_94133","chr13_838187",0.658587088115632,2237,NA,"YMR284W","S000004897","855328","YKU70","YMR284W","Subunit of the telomeric Ku complex (Yku70p-Yku80p); involved in telomere length maintenance, structure and telomere position effect; required for localization of telomerase ribonucleoprotein to nucleus via interaction with the TLC1 guide RNA; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair"
"1035","YBR125C","chr4_94133","chr2_487199",0.658556739260871,2238,NA,"YBR125C","S000000329","852422","PTC4","YBR125C","Cytoplasmic type 2C protein phosphatase (PP2C); identified as a high-copy number suppressor of cnb1 mpk1 synthetic lethality; overexpression decreases high-osmolarity induced Hog1p phosphorylation and kinase activity"
"1036","YGL122C","chr4_94133","chr7_278946",0.658394264085736,2238,NA,"YGL122C","S000003090","852755","NAB2","YGL122C","Nuclear polyadenylated RNA-binding protein; required for nuclear mRNA export and poly(A) tail length control; stimulates RNA polymerase III transcription by enhancing TFIIIB binding to promoters; protects mRNA against decay by the nuclear exosome in a poly(A)-tail-dependent manner; involved in forming export-competent mRNPs in the nucleus; autoregulates mRNA levels; NLS binds Kap104p; protein abundance increases under DNA replication stress; related to human hnRNPs"
"1037","YPL023C","chr4_94133","chr16_504339",0.658302051566672,2238,NA,"YPL023C","S000005944","856084","MET12","YPL023C","Protein with MTHFR activity in vitro; null mutant has no phenotype and is prototrophic for methionine; MET13 encodes major isozyme of methylenetetrahydrofolate reductase (MTHFR)"
"1038","YLR292C","chr4_94133","chr12_719789",0.658285931433492,2238,NA,"YLR292C","S000004283","850999","SEC72","YLR292C","Non-essential subunit of Sec63 complex; with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER; other members are Sec63p, Sec62p, and Sec66p"
"1039","YLL003W","chr4_94133","chr12_143201",0.658224126439342,2238,NA,"YLL003W","S000003926","850657","SFI1","YLL003W","Centrin (Cdc31p)-binding protein required for SPB duplication; localizes to the half-bridge of the spindle pole body (SPB); required for progression through G(2)-M transition; phosphorylated by Cdc28p-Clb2p and by Cdc5p; dephosphorylated by Cdc14p; has similarity to Xenopus laevis XCAP-C"
"1040","YLR032W","chr4_94133","chr12_204991",0.658105667087212,2238,NA,"YLR032W","S000004022","850719","RAD5","YLR032W","DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT), replication fork regression during postreplication repair by template switching, error-prone translesion synthesis; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; forms nuclear foci upon DNA replication stress; associates with native telomeres, cooperates with homologous recombination in senescent cells; human homolog HLTF can complement yeast null mutant"
"1041","YHR199C","chr4_94133","chr8_497490",0.658076059727067,2238,NA,"YHR199C","S000001242","856606","AIM46","YHR199C","Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss"
"1042","YDL113C","chr4_94133","chr4_256633",0.658016667223747,2238,NA,"YDL113C","S000002271","851445","ATG20","YDL113C","Sorting nexin family member; required for the cytoplasm-to-vacuole targeting (Cvt) pathway and for endosomal sorting; has a Phox homology domain that binds phosphatidylinositol-3-phosphate; interacts with Snx4p; potential Cdc28p substrate"
"1043","YHR201C","chr4_94133","chr8_499950",0.657953551962095,2238,NA,"YHR201C","S000001244","856608","PPX1","YHR201C","Exopolyphosphatase; hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol, plasma membrane, and mitochondrial matrix"
"1044","YPL110C","chr4_94133","chr16_341068",0.657776962701457,2238,NA,"YPL110C","S000006031","855994","GDE1","YPL110C","Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate, for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes"
"1045","YPR158W","chr4_94133","chr16_843262",0.657760742367985,2238,NA,"YPR158W","S000006362","856281","CUR1","YPR158W","Sorting factor, central regulator of spatial protein quality control; physically and functionally interacts with chaperones to promote sorting and deposition of misfolded proteins into cytosolic compartments; involved in destabilization of [URE3] prions; CUR1 has a paralog, BTN2, that arose from the whole genome duplication"
"1046","YNL224C","chr4_94133","chr14_224796",0.657714764909897,2238,NA,"YNL224C","S000005168","855497","SQS1","YNL224C","Protein that stimulates the ATPase and helicase activities of Prp43p; acts with Prp43p to stimulate 18s rRNA maturation by Nob1p; overexpression antagonizes the suppression of splicing defects by spp382 mutants; component of pre-ribosomal particles; relocalizes from nucleus to nucleolus upon DNA replication stress"
"1047","YOL013C","chr4_94133","chr15_301380",0.65769162353154,2238,NA,"YOL013C","S000005373","854149","HRD1","YOL013C","Ubiquitin-protein ligase involved in ER-associated degradation (ERAD) of misfolded proteins; upon autoubiquitination triggers retrotranslocation of misfolded proteins to cytosol for degradation; genetically linked to the unfolded protein response (UPR); regulated through association with Hrd3p; contains an H2 ring finger; likely plays a general role in targeting proteins that persistently associate with and potentially obstruct the ER-localized translocon"
"1048","YCR008W","chr4_94133","chr3_128470",0.657637522258145,2238,NA,"YCR008W","S000000601","850366","SAT4","YCR008W","Ser/Thr protein kinase involved in salt tolerance; funtions in regulation of Trk1p-Trk2p potassium transporter; overexpression affects the Fe-S and lipoamide containing proteins in the mitochondrion; required for lipoylation of Lat1p, Kgd2p and Gcv3p; partially redundant with Hal5p; has similarity to Npr1p; localizes to the cytoplasm and mitochondrion"
"1049","YOR030W","chr4_94133","chr15_386825",0.657580047810727,2238,NA,"YOR030W","S000005556","854195","DFG16","YOR030W","Probable multiple transmembrane protein; involved in diploid invasive and pseudohyphal growth upon nitrogen starvation; is glycosylated and phosphorylated; interacts with Rim21p and Rim9p in the plasma membrane to form a pH-sensing complex in the Rim101 pathway and is required to maintain Rim21p levels; required for accumulation of processed Rim101p"
"1050","YMR134W","chr4_94133","chr13_537838",0.65756912493918,2238,NA,"YMR134W","S000004741","855164","ERG29","YMR134W","Protein of unknown function involved in ergosterol biosynthesis; conditional mutants produce less ergosterol, display impaired oxygen consumption, respiratory growth, mitochondrial iron utilization, and are more sensitive to oxidative stress; mutant bm-8 has a growth defect on iron-limited medium that is complemented by overexpression of Yfh1p; protein localizes to the cytoplasm, ER and nuclear envelope; highly conserved in ascomycetes"
"1051","YBR014C","chr4_94133","chr2_266725",0.657481561261491,2238,NA,"YBR014C","S000000218","852302","GRX7","YBR014C","Cis-golgi localized monothiol glutaredoxin; more similar in activity to dithiol than other monothiol glutaredoxins; involved in the oxidative stress response; does not bind metal ions; GRX7 has a paralog, GRX6, that arose from the whole genome duplication"
"1052","YGL048C","chr4_94133","chr7_410069",0.65730561546443,2238,NA,"YGL048C","S000003016","852834","RPT6","YGL048C","ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; bound by ubiquitin-protein ligases Ubr1p and Ufd4p; localized mainly to the nucleus throughout the cell cycle; protein abundance increases in response to DNA replication stress"
"1053","YOR372C","chr4_94133","chr15_1034807",0.65714663789559,2238,NA,"YOR372C","S000005899","854554","NDD1","YOR372C","Transcriptional activator essential for nuclear division; localized to the nucleus; essential component of the mechanism that activates the expression of a set of late-S-phase-specific genes; turnover is tightly regulated during cell cycle and in response to DNA damage"
"1054","YKL089W","chr4_94133","chr11_273394",0.657146222978202,2238,NA,"YKL089W","S000001572","853773","MIF2","YKL089W","Protein required for structural integrity of elongating spindles; localizes to the kinetochore; interacts with histones H2A, H2B, and H4; phosphorylated by Ipl1p; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-C and fission yeast cnp3"
"1055","YKR095W","chr4_94133","chr11_619805",0.657105957988759,2238,NA,"YKR095W","S000001803","853970","MLP1","YKR095W","Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog, MLP2, that arose from the whole genome duplication"
"1056","YGL022W","chr4_94133","chr7_452404",0.657105383323541,2238,NA,"YGL022W","S000002990","852862","STT3","YGL022W","Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; forms a subcomplex with Ost3p and Ost4p and is directly involved in catalysis"
"1057","YMR297W","chr4_94133","chr13_861922",0.657056676044959,2238,NA,"YMR297W","S000004912","855343","PRC1","YMR297W","Vacuolar carboxypeptidase Y (proteinase C, CPY); broad-specificity C-terminal exopeptidase involved in non-specific protein degradation in the vacuole; member of the serine carboxypeptidase family"
"1058","YDL124W","chr4_94133","chr4_240259",0.657047343865929,2238,NA,"YDL124W","S000002282","851433",NA,"YDL124W","NADPH-dependent alpha-keto amide reductase; reduces aromatic alpha-keto amides, aliphatic alpha-keto esters, and aromatic alpha-keto esters; member of the aldo-keto reductase (AKR) family; protein abundance increases in response to DNA replication stress"
"1059","YIL156W","chr4_94133","chr9_48091",0.6569143001777,2238,NA,"YIL156W","S000001418","854650","UBP7","YIL156W","Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; UBP7 has a paralog, UBP11, that arose from the whole genome duplication"
"1060","YOL004W","chr4_94133","chr15_316938",0.656843286885405,2238,NA,"YOL004W","S000005364","854158","SIN3","YOL004W","Component of both the Rpd3S and Rpd3L histone deacetylase complexes; involved in transcriptional repression and activation of diverse processes, including mating-type switching and meiosis; involved in the maintenance of chromosomal integrity"
"1061","YNL057W","chr4_94133","chr14_516403",0.656782538106278,1935,NA,"YNL057W","S000005002",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"1062","YBR131W","chr4_94133","chr2_497163",0.656766315736688,2238,NA,"YBR131W","S000000335","852428","CCZ1","YBR131W","Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex, which stimulates nucleotide exchange and activation of Ypt7p, a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; involved in localizing Ypt7p to the vacuolar membrane; required for macroautophagy, the CVT pathway and mitophagy"
"1063","YKR020W","chr4_94133","chr11_478338",0.656743468430024,2238,NA,"YKR020W","S000001728","853890","VPS51","YKR020W","Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi, and for mitosis after DNA damage induced checkpoint arrest; links the (VFT/GARP) complex to the SNARE Tlg1p; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p"
"1064","YCR014C","chr4_94133","chr3_139185",0.656718535024839,2238,NA,"YCR014C","S000000607","850372","POL4","YCR014C","DNA polymerase IV; undergoes pair-wise interactions with Dnl4p-Lif1p and Rad27p to mediate repair of DNA double-strand breaks by non-homologous end joining (NHEJ); homologous to mammalian DNA polymerase beta"
"1065","YBR053C","chr4_94133","chr2_339675",0.656645802080062,2238,NA,"YBR053C","S000000257","852342",NA,"YBR053C","Putative protein of unknown function; induced by cell wall perturbation"
"1066","YEL015W","chr4_94133","chr5_126629",0.656375029287379,2238,NA,"YEL015W","S000000741","856700","EDC3","YEL015W","Non-essential conserved protein with a role in mRNA decapping; specifically affects the function of the decapping enzyme Dcp1p; mediates decay of the RPS28B mRNA via binding to both Rps28Bp (or Rps28Ap) and the RPS28B mRNA; mediates decay of the YRA1 mRNA by a different, translation-independent mechanism; localizes to cytoplasmic mRNA processing bodies; forms cytoplasmic foci upon DNA replication stress"
"1067","YOR304W","chr4_94133","chr15_884514",0.656263561826216,2238,NA,"YOR304W","S000005831","854480","ISW2","YOR304W","ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that, with Itc1p, forms a complex required for repression of a-specific genes, INO1, and early meiotic genes during mitotic growth; the Isw2 complex exhibits basal levels of chromatin binding throughout the genome as well as target-specific chromatin interactions; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide"
"1068","YER034W","chr4_94133","chr5_221846",0.656227993481744,2237,NA,"YER034W","S000000836","856756",NA,"YER034W","Protein of unknown function; non-essential gene; expression induced upon calcium shortage; protein abundance increases in response to DNA replication stress"
"1069","YMR073C","chr4_94133","chr13_412268",0.656214028908227,2238,NA,"YMR073C","S000004677","855095","IRC21","YMR073C","Protein of unknown function; may be involved in resistance to carboplatin and cisplatin; null mutant displays increase in spontaneous Rad52p foci; contains a lipid-binding domain and binds cardiolipin in a large-scale study"
"1070","YHR191C","chr4_94133","chr8_486230",0.656211129764021,2238,NA,"YHR191C","S000001234","856598","CTF8","YHR191C","Subunit of a complex with Ctf18p; shares some subunits with Replication Factor C; required for sister chromatid cohesion"
"1071","YMR198W","chr4_94133","chr13_659745",0.656195551250885,2237,NA,"YMR198W","S000004811","855238","CIK1","YMR198W","Kinesin-associated protein; required for both karyogamy and mitotic spindle organization, interacts stably and specifically with Kar3p and may function to target this kinesin to a specific cellular role; locus encodes a long and short transcript with differing functions; CIK1 has a paralog, VIK1, that arose from the whole genome duplication"
"1072","YJL019W","chr4_94133","chr10_402897",0.656090354075424,2238,NA,"YJL019W","S000003556","853434","MPS3","YJL019W","Nuclear envelope protein; required for SPB insertion, SPB duplication, Kar5p localization near the SPB and nuclear fusion; interacts with Mps2p to tether half-bridge to core SPB; N-terminal acetylation by Eco1p regulates its role in nuclear organization; localizes to the SPB half bridge and telomeres during meiosis; required with Ndj1p and Csm4p for meiotic bouquet formation and telomere-led rapid prophase movement; member of the SUN protein family (Sad1-UNC-84 homology)"
"1073","YLR466W","chr4_94133","chr12_1067087",0.656079908420128,2237,NA,"YLR466W","S000004458","851187","YRF1-4","YLR466W","Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p"
"1074","YIR029W","chr4_94133","chr9_410807",0.655982122228485,2238,NA,"YIR029W","S000001468","854847","DAL2","YIR029W","Allantoicase; converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation"
"1075","YOR174W","chr4_94133","chr15_658747",0.655925927204819,2238,NA,"YOR174W","S000005700","854345","MED4","YOR174W","Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation"
